,gender,ever_married,age,graduated,profession,work_experience,spending_score,family_size,customer_category,group
106,1.0,1.0,30.0,1.0,6.0,3.0,0.0,2.0,0.0,Experienced
107,1.0,0.0,86.0,0.0,7.0,1.0,0.0,1.0,5.0,Young
108,0.0,0.0,19.0,0.0,5.0,6.0,0.0,5.0,2.0,Experienced
109,1.0,0.0,25.0,0.0,5.0,9.0,0.0,3.0,5.0,Spender
110,1.0,1.0,59.0,1.0,3.0,0.4,0.0,4.0,3.0,Young
111,0.0,0.0,39.0,1.0,0.0,0.0,0.0,1.0,5.0,Experienced
112,0.0,1.0,50.0,1.0,1.0,1.0,0.0,2.3096666666666668,5.0,Young
113,1.0,0.0,47.0,1.0,0.0,1.0,0.0,1.0,5.0,Experienced
114,1.0,1.0,43.0,1.0,4.0,0.0,2.0,3.0,5.0,Young
115,1.0,1.0,36.0,0.0,4.0,8.0,1.0,4.0,0.0,Spender
116,1.0,1.0,80.0,0.0,7.0,1.0,0.0,1.0,5.0,Young
117,1.0,0.0,36.0,1.0,0.0,0.0,0.0,2.0,1.0,Experienced
118,1.0,0.0,27.0,0.0,9.0,2.0,0.0,7.0,3.0,Experienced
119,0.0,1.0,37.0,1.0,0.0,1.0,2.0,2.0,6.0,Young
120,1.0,1.0,46.0,1.0,4.0,0.0,2.0,3.0,5.0,Young
121,1.0,1.0,55.0,0.0,4.0,1.0,2.0,4.0,2.0,Young
122,0.0,1.0,47.0,0.0,2.0,9.0,1.0,4.0,3.0,Spender
123,0.0,0.0,28.0,1.0,5.0,1.0,0.0,3.0,2.0,Experienced
124,1.0,1.0,39.0,0.0,3.0,9.0,0.0,2.0,2.0,Spender
125,0.0,1.0,27.0,0.0,8.0,1.0,0.0,2.0,5.0,Experienced
126,0.0,1.0,42.0,0.0,2.0,0.0,0.0,2.4576666666666664,5.0,Experienced
127,1.0,1.0,72.0,1.0,0.0,0.0,1.0,2.0,5.0,Young
128,0.0,1.0,28.0,1.0,2.0,0.0,0.0,2.0,5.0,Experienced
129,1.0,0.0,35.0,1.0,3.0,8.0,0.0,5.0,5.0,Spender
130,1.0,1.0,39.0,1.0,4.0,9.0,2.0,5.0,1.0,Spender
131,0.0,1.0,69.0,1.0,7.0,0.0,2.0,2.0,5.0,Young
132,1.0,0.0,18.0,0.0,5.0,6.0,0.0,4.0,3.0,Experienced
133,1.0,1.0,46.0,1.0,0.0,0.6071547619047618,0.0,1.0,5.0,Young
134,0.0,1.0,50.0,1.0,2.0,1.0,2.0,2.0,3.0,Young
135,1.0,0.0,30.0,0.0,4.0,5.0,0.0,5.0,5.0,Experienced
136,0.0,0.0,41.0,0.0,0.0,2.6811666666666674,0.0,2.0,5.0,Experienced
137,0.0,0.0,39.0,1.0,0.0,3.0,0.0,4.0,5.0,Experienced
138,0.0,0.0,29.0,0.0,8.0,8.0,0.0,4.0,5.0,Spender
139,0.0,1.0,37.0,1.0,0.0,4.0,0.0,4.0,4.0,Experienced
140,0.0,1.0,39.0,1.0,2.0,0.0,1.0,2.0,5.0,Young
141,0.0,1.0,48.0,1.0,0.0,0.0,1.0,5.0,6.0,Young
142,0.0,0.0,32.0,1.0,1.0,0.0,0.0,3.0,5.0,Experienced
143,1.0,1.0,78.0,0.0,7.0,1.0,0.0,1.015,5.0,Young
144,0.0,1.0,43.0,0.0,2.0,0.0,1.0,5.0,3.0,Young
145,1.0,0.0,29.0,0.0,8.0,8.0,0.0,5.0,5.0,Spender
146,0.0,1.0,28.0,0.0,2.0,9.0,1.0,2.0,3.0,Spender
147,1.0,1.0,80.0,1.0,7.0,1.0,0.0,1.0,5.0,Young
148,0.0,0.0,28.0,1.0,5.0,7.0,0.0,4.0,5.0,Spender
149,1.0,1.0,71.0,1.0,0.0,6.0,1.0,3.0,5.0,Young
150,1.0,1.0,67.0,0.0,7.0,0.0,2.0,9.0,3.0,Young
151,0.0,0.0,26.0,0.0,2.0,0.0,0.0,1.0,1.0,Experienced
152,0.0,1.0,47.0,1.0,2.0,0.0,1.0,2.0,5.0,Young
153,0.0,1.0,43.0,1.0,0.0,2.0,1.0,2.0,5.0,Young
154,0.0,0.0,27.0,1.0,5.0,0.0,0.0,4.0,5.0,Experienced
155,0.0,1.0,45.0,1.0,8.0,8.0,0.0,4.0,5.0,Spender
156,1.0,1.0,76.0,0.0,4.0,1.0,0.0,1.0,5.0,Young
157,0.0,1.0,43.0,1.0,0.0,3.0,1.0,4.0,5.0,Young
158,0.0,1.0,78.0,1.0,7.0,1.0,2.0,2.0,5.0,Young
159,1.0,1.0,35.0,1.0,0.0,3.0,1.0,3.0,5.0,Young
160,0.0,0.0,49.0,1.0,0.0,1.0,0.0,1.0,5.0,Experienced
161,0.0,0.0,25.0,1.0,5.0,1.0,0.0,5.0,5.0,Experienced
162,1.0,1.0,37.0,0.0,4.0,0.0,1.0,5.0,5.0,Young
163,0.0,0.0,32.0,0.0,5.0,1.0,0.0,5.0,4.4285000000000005,Experienced
164,1.0,1.0,60.0,1.0,1.0,0.0,1.0,2.0,5.0,Young
165,0.0,1.0,45.0,1.0,0.0,5.0,1.0,3.0,5.0,Young
166,0.0,1.0,49.0,1.0,6.0,9.0,1.0,3.0,5.0,Spender
167,1.0,0.0,32.0,1.0,0.0,0.0,0.0,5.0,5.0,Experienced
168,0.0,1.0,40.0,1.0,0.0,0.0,0.0,3.0,2.0,Experienced
169,1.0,1.0,59.0,0.0,0.0,2.0,1.0,2.0,3.0,Young
170,1.0,1.0,48.0,1.0,0.0,3.0,0.0,5.0,5.0,Young
171,1.0,1.0,82.0,1.0,4.0,0.0,2.0,2.0,5.0,Young
172,0.0,1.0,70.0,1.0,7.0,0.0,0.0,2.0,5.0,Young
173,1.0,0.0,31.0,1.0,0.0,5.0,0.0,2.0,5.0,Spender
174,0.0,1.0,72.0,1.0,7.0,0.0,2.0,2.0,5.0,Young
175,1.0,1.0,50.0,1.0,0.0,3.0,1.0,4.0,5.0,Young
176,0.0,0.0,23.0,0.0,2.0,11.0,0.0,1.0,2.0,Spender
177,0.0,0.0,20.0,0.0,5.0,2.0,0.0,6.0,5.0,Experienced
178,0.0,0.0,22.0,0.0,5.0,4.0,0.0,3.0,5.0,Experienced
179,0.0,0.0,31.0,1.0,2.0,8.0,0.0,1.0,5.0,Spender
180,0.0,1.0,36.0,1.0,0.0,7.0,1.0,2.0,5.0,Spender
181,1.0,1.0,52.0,0.0,3.0,1.315,1.0,5.0,3.0,Young
182,0.0,0.0,29.0,1.0,0.0,3.233428571428571,0.0,1.0,3.0,Experienced
183,1.0,1.0,40.0,1.0,0.0,4.0,1.0,4.0,5.0,Young
184,0.0,0.0,40.0,1.0,0.0,1.0,0.0,1.0,5.0,Experienced
185,1.0,1.0,38.0,1.0,0.0,1.0550151515151516,0.0,2.0,5.0,Young
186,0.0,1.0,85.0,0.0,7.0,0.9640000000000001,0.0,1.26,3.6,Young
187,0.0,0.0,21.0,0.0,1.0,1.0,0.0,3.0,6.0,Experienced
188,0.0,1.0,41.0,0.0,2.0,4.0,1.0,2.0,5.0,Young
189,1.0,1.0,40.0,1.0,0.0,0.0,0.0,2.0,5.0,Young
190,1.0,1.0,53.0,1.0,0.0,1.0,1.0,3.0,5.0,Young
191,0.0,1.0,42.0,1.0,0.0,5.0,0.0,2.0,5.0,Spender
192,1.0,1.0,42.0,0.0,4.0,8.0,0.0,2.0,5.0,Spender
193,1.0,1.0,48.0,1.0,0.0,0.6402034632034631,1.0,4.0,6.0,Young
194,1.0,1.0,59.0,1.0,0.0,7.0,0.0,2.0,5.0,Spender
195,1.0,1.0,41.0,1.0,4.0,1.0,1.0,3.0,5.0,Young
196,0.0,1.0,31.0,1.0,0.0,0.0,1.0,2.0,5.0,Young
197,0.0,1.0,49.0,1.0,0.0,1.0,2.0,5.0,5.0,Young
198,1.0,1.0,67.0,1.0,4.0,1.0,0.0,2.0,5.0,Young
199,1.0,1.0,35.0,0.0,0.0,4.0,1.0,2.0,5.0,Young
200,0.0,0.0,26.0,1.0,5.0,0.0,0.0,3.0,5.0,Experienced
201,1.0,0.0,19.0,0.0,5.0,9.0,0.0,3.0,2.0,Spender
202,0.0,1.0,25.0,0.0,2.0,6.0,1.0,8.0,3.0,Experienced
203,0.0,1.0,39.0,1.0,5.0,4.0,0.0,2.0,5.0,Spender
204,1.0,1.0,63.0,1.0,3.0,0.0,0.0,2.0,5.0,Young
205,1.0,0.0,23.0,0.0,5.0,8.0,0.0,3.0,5.0,Spender
206,0.0,0.0,23.0,0.0,5.0,0.0,0.0,3.0,2.0,Experienced
207,0.0,1.0,53.0,1.0,0.0,2.0,0.0,1.0,5.0,Young
208,1.0,0.0,33.0,1.0,1.0,0.0,0.0,2.0,5.0,Experienced
209,0.0,1.0,50.0,0.0,2.0,4.97797619047619,1.0,4.0,1.0,Young
210,0.0,1.0,69.0,1.0,2.0,0.0,0.0,2.0,3.0,Young
211,1.0,0.0,37.0,1.0,0.0,2.0,0.0,1.0,5.0,Experienced
212,0.0,0.0,20.0,0.0,8.0,3.0,0.0,4.0,6.0,Experienced
213,0.0,1.0,85.0,0.0,7.0,0.0,2.0,1.0,2.0,Young
214,0.0,1.0,49.0,1.0,1.0,1.0,1.0,4.0,5.0,Young
215,1.0,0.0,18.0,0.0,5.0,0.0,0.0,3.0,2.0,Experienced
216,0.0,1.0,52.0,1.0,1.0,0.0,1.0,2.0,5.0,Young
217,1.0,1.0,25.0,0.0,1.0,3.5465238095238094,1.0,2.0,3.0,Experienced
218,1.0,1.0,56.0,0.0,4.0,4.671152236652237,2.0,2.0,5.0,Young
219,1.0,0.0,62.0,1.0,9.0,0.0,0.0,1.0,5.0,Young
220,0.0,0.0,35.0,1.0,0.0,0.0,0.0,3.0,5.0,Experienced
221,1.0,1.0,28.0,1.0,2.0,0.0,1.0,2.0,5.0,Young
222,0.0,0.0,28.0,1.0,0.0,7.0,0.0,3.0,5.0,Spender
223,1.0,0.0,20.0,0.0,5.0,0.0,0.0,5.0,6.0,Experienced
224,0.0,0.0,27.0,0.0,6.0,8.0,0.0,1.0,2.0,Spender
225,0.0,0.0,56.0,0.0,2.0,1.7653333333333334,0.0,1.0,5.0,Experienced
226,1.0,1.0,45.0,1.0,0.0,4.0,1.0,4.0,5.0,Young
227,1.0,0.0,25.0,1.0,5.0,1.0,0.0,4.0,3.0,Experienced
228,1.0,0.0,40.0,0.0,8.0,1.0,0.0,1.0,3.0,Experienced
229,0.0,1.0,25.0,1.0,5.0,7.1386666666666665,0.0,2.0,5.0,Spender
230,0.0,1.0,74.0,0.0,7.0,0.7028099123099121,2.0,2.0,5.0,Young
231,0.0,0.0,23.0,0.0,5.0,0.0,0.0,4.0,3.8495383162589025,Experienced
232,0.0,1.0,67.0,1.0,7.0,0.0,2.0,2.0,5.0,Young
233,1.0,0.0,21.0,0.0,5.0,0.0,0.0,4.0,4.268438108460167,Experienced
234,0.0,0.0,38.0,1.0,0.0,9.0,0.0,1.0,2.0,Spender
235,1.0,0.0,28.0,0.0,5.0,0.0,0.0,4.0,1.0,Experienced
236,0.0,0.0,32.0,0.0,5.0,1.0,0.0,5.0,6.0,Experienced
237,0.0,0.0,33.0,1.0,9.0,0.0,0.0,4.0,3.0596666666666668,Experienced
238,0.0,1.0,56.0,0.0,7.0,1.0,2.0,4.0,3.0,Young
239,0.0,1.0,53.0,1.0,0.0,1.0,0.0,2.0,5.0,Young
240,1.0,1.0,57.0,0.0,4.0,1.0,2.0,5.0,5.0,Young
241,0.0,1.0,59.0,1.0,0.0,0.0,1.0,3.0,5.0,Young
242,0.0,1.0,25.0,1.0,5.0,1.0,2.0,4.0,3.0,Young
243,1.0,1.0,59.0,1.0,0.0,0.0,1.0,6.0,5.0,Young
244,0.0,1.0,36.0,1.0,0.0,0.0,0.0,4.0,5.0,Experienced
245,1.0,1.0,37.0,1.0,3.0,7.0,0.0,2.0,5.0,Spender
246,1.0,0.0,22.0,0.0,1.0,1.0,0.0,3.0,1.0,Experienced
247,1.0,1.0,43.0,1.0,0.0,1.0,0.0,2.0,5.0,Young
248,1.0,1.0,41.0,1.0,0.0,1.0,0.0,2.0,3.0,Experienced
249,0.0,0.0,21.0,0.0,2.0,0.0,0.0,5.0,1.0,Experienced
250,0.0,0.0,49.0,0.0,2.0,1.0,0.0,1.9291666666666663,6.0,Experienced
251,1.0,0.0,38.0,1.0,1.0,8.0,0.0,1.0,1.0,Spender
252,1.0,1.0,47.0,0.0,0.0,1.286439393939394,1.0,4.0,5.0,Young
253,1.0,1.0,70.0,1.0,7.0,1.0,2.0,3.0,5.0,Young
254,0.0,0.0,31.0,0.0,2.0,1.0,0.0,4.0,5.0,Experienced
255,0.0,1.0,82.0,0.0,7.0,0.0,1.0,2.0,5.0,Young
256,0.0,1.0,51.0,0.0,4.0,3.450071428571428,0.0,1.0,5.0,Young
257,0.0,0.0,42.0,0.0,6.0,11.0,0.0,1.9,5.0,Spender
258,1.0,0.0,38.0,1.0,0.0,8.0,0.0,3.0,1.0,Spender
259,1.0,1.0,18.0,0.0,4.0,0.0,2.0,4.0,5.0,Young
260,1.0,1.0,50.0,1.0,0.0,6.0,1.0,3.0,5.0,Spender
261,0.0,0.0,46.0,1.0,1.0,1.0,0.0,1.17,2.0,Experienced
262,0.0,1.0,72.0,0.0,7.0,1.0,2.0,3.0,5.0,Young
263,0.0,0.0,33.0,0.0,2.0,3.4733333333333336,0.0,4.0,5.0,Experienced
264,0.0,0.0,25.0,0.0,6.0,1.0,0.0,7.0,3.0,Experienced
265,0.0,1.0,75.0,0.0,3.0,2.0,2.0,2.0,1.0,Young
266,1.0,0.0,72.0,1.0,0.0,1.0,0.0,1.0,5.0,Young
267,0.0,1.0,72.0,1.0,0.0,0.0,1.0,3.0,3.0,Young
268,1.0,1.0,36.0,1.0,3.0,6.0,0.0,6.0,3.0,Spender
269,1.0,1.0,40.0,1.0,0.0,1.0,0.0,2.0,5.0,Young
270,0.0,0.0,28.0,1.0,3.0,0.0,0.0,4.0,5.0,Experienced
271,0.0,0.0,28.0,1.0,1.0,0.0,0.0,3.0,5.0,Experienced
272,1.0,1.0,19.0,0.0,3.0,0.0,2.0,3.0,3.0,Young
273,1.0,1.0,43.0,1.0,0.0,0.0,0.0,2.0,3.0,Experienced
274,0.0,1.0,35.0,1.0,0.0,1.0,1.0,2.0,5.0,Young
275,1.0,1.0,65.0,1.0,7.0,1.0,2.0,2.0,5.0,Young
276,1.0,1.0,52.0,1.0,4.0,7.0,2.0,4.0,3.0,Young
277,0.0,0.0,40.0,1.0,0.0,1.0,0.0,1.0,5.0,Experienced
278,0.0,1.0,69.0,0.0,2.0,9.0,0.0,3.0,5.0,Spender
279,0.0,0.0,22.0,0.0,5.0,3.0,0.0,3.0,5.0,Experienced
280,1.0,1.0,47.0,1.0,4.0,1.0,1.0,4.0,5.0,Young
281,1.0,1.0,29.0,1.0,8.0,1.0,2.0,2.0,2.0,Young
282,1.0,1.0,46.0,1.0,0.0,1.0,1.0,3.0,2.0,Young
283,1.0,0.0,32.0,1.0,0.0,1.0,0.0,2.0,5.0,Experienced
284,0.0,0.0,38.0,1.0,5.0,0.0,0.0,1.0,1.0,Experienced
285,1.0,1.0,59.0,1.0,0.0,0.0,0.0,1.0,5.0,Young
286,0.0,0.0,26.0,1.0,3.0,1.0,0.0,1.0,5.0,Experienced
287,1.0,0.0,26.0,1.0,5.0,1.0,0.0,2.0,2.0,Experienced
288,1.0,0.0,28.0,0.0,8.0,0.0,0.0,1.0,2.0,Experienced
289,0.0,1.0,53.0,1.0,2.0,1.0,1.0,3.0,5.0,Young
290,0.0,0.0,43.0,0.89,3.0,11.373055555555556,0.0,1.0,5.0,Spender
291,1.0,0.0,27.0,0.0,1.0,1.0,0.0,3.0,5.0,Experienced
292,0.0,0.0,32.0,0.0,0.0,5.958333333333332,0.0,8.0,5.0,Experienced
293,1.0,0.0,26.0,0.0,2.0,0.0,0.0,4.0,3.0,Experienced
294,0.0,0.0,31.0,0.0,3.0,0.0,0.0,2.0,5.0,Experienced
295,1.0,1.0,39.0,1.0,4.0,1.0,2.0,3.0,2.0,Young
296,0.0,1.0,43.0,0.0,2.0,1.0,0.0,3.0,6.0,Experienced
297,1.0,1.0,25.0,0.0,1.0,1.0,0.0,2.0,0.0,Experienced
298,1.0,1.0,40.0,1.0,0.0,3.0,2.0,3.0,5.0,Young
299,0.0,1.0,40.0,1.0,3.0,7.0,1.0,2.0,2.0,Spender
300,1.0,1.0,63.0,1.0,3.0,0.6688095238095236,1.0,3.0,5.0,Young
301,0.0,1.0,27.0,1.0,5.0,3.770595238095237,0.0,2.0,5.0,Spender
302,1.0,0.0,27.0,1.0,5.0,1.0,0.0,3.0,5.0,Experienced
303,0.0,0.0,19.0,0.0,5.0,1.0,0.0,2.0,5.0,Experienced
304,0.0,1.0,86.0,1.0,7.0,0.0,2.0,2.0,5.0,Young
305,1.0,1.0,41.0,1.0,8.0,2.5,2.0,2.0,5.0,Young
306,0.0,1.0,27.0,1.0,0.0,4.0,1.0,2.0,2.0,Spender
307,0.0,1.0,70.0,0.0,1.0,0.0,1.0,2.0,5.0,Young
308,0.0,1.0,53.0,0.0,2.0,8.0,1.0,4.0,3.0,Spender
309,0.0,1.0,49.0,0.0,2.0,2.2164761904761905,1.0,4.0,3.0,Young
310,1.0,1.0,55.0,0.0,4.0,3.0,0.0,6.28,3.0,Experienced
311,0.0,1.0,57.0,1.0,2.0,0.0,1.0,4.0,1.0,Young
312,1.0,1.0,83.0,0.0,7.0,0.43861111111111106,0.0,1.0,3.0,Young
313,1.0,1.0,43.0,0.0,4.0,0.0,2.0,4.0,5.0,Young
314,1.0,1.0,36.0,0.0,1.0,6.0,0.0,3.0,5.0,Spender
315,1.0,1.0,74.0,1.0,7.0,0.0,0.0,2.0,5.0,Young
316,0.0,0.0,30.0,0.0,6.0,0.0,0.0,4.0,5.0,Experienced
317,0.0,0.0,37.0,1.0,0.0,5.0,0.0,2.0,5.0,Spender
318,0.0,0.0,22.0,0.0,8.0,0.0,0.0,1.0,4.0,Experienced
319,1.0,0.0,19.0,0.0,5.0,0.0,0.0,4.0,5.0,Experienced
320,1.0,1.0,70.0,1.0,2.0,4.0,2.0,2.0,5.0,Young
321,1.0,1.0,89.0,1.0,7.0,13.0,0.0,1.0,5.0,Spender
322,1.0,0.0,18.0,0.0,5.0,4.214429468192627,0.0,4.0,5.0,Experienced
323,1.0,0.0,25.0,1.0,1.0,6.0,0.0,1.0,1.0,Spender
324,0.0,0.0,45.0,1.0,0.0,4.0,0.0,1.0,2.0,Experienced
325,0.0,0.0,35.0,1.0,0.0,3.0,0.0,1.0,3.0,Experienced
326,0.0,1.0,37.0,0.0,2.0,7.0,0.0,1.0,3.0,Spender
327,0.0,1.0,39.0,0.0,2.0,4.0,1.0,2.0,5.0,Young
